127.0.0.1 - - [04/Feb/2020:10:40:03 +0900] "GET / HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/showing/btn_visual_prev.png HTTP/1.1" 200 324
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /javascript/message/common_ko.js?v=developer-local-version HTTP/1.1" 200 1390
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/font/NotoSansKR-Regular-Hestia.woff HTTP/1.1" 200 242532
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/showing/btn_play.png HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/common/bg_sns_01.png HTTP/1.1" 200 1377
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/common/ico_delivery.png HTTP/1.1" 200 1804
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/common/bg_sns_04.png HTTP/1.1" 200 1547
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/common/bg_sns_02.png HTTP/1.1" 200 1104
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/common/bg_sns_03.png HTTP/1.1" 200 1188
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/common/bg_footer_google.png HTTP/1.1" 200 1695
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/common/bg_arrow_03.png HTTP/1.1" 200 959
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/common/bg_select_open.png HTTP/1.1" 200 476
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/common/bg_footer_apple.png HTTP/1.1" 200 1429
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/font/NotoSansKR-Bold-Hestia.woff HTTP/1.1" 200 244996
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/font/Roboto-BlackItalic.woff HTTP/1.1" 200 101924
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/showing/btn_next01.png HTTP/1.1" 200 671
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/showing/btn_prev01.png HTTP/1.1" 200 668
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/showing/btn_next02.png HTTP/1.1" 200 448
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/showing/btn_prev02.png HTTP/1.1" 200 440
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:26 +0900] "GET /static/images/showing/bg_more.png HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:27 +0900] "POST /display/todayGoodList.json HTTP/1.1" 200 201
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:27 +0900] "GET /display/lnbCtgryList.json?dspCtgryNo=THMA01A02&currentCtgryDpthCd=&ctgrySectCd=&ctgryNoDpth1=&ctgryNoDpth2=&ctgryNoDpth3= HTTP/1.1" 200 5318
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:27 +0900] "GET /helpdesk/notice/popupList.ajax?searchExpsrScrinSectCd=MAIN HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:27 +0900] "POST /cart/goods/gnblist.json HTTP/1.1" 200 364
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/css/base.css?v=developer-local-version HTTP/1.1" 200 5564
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/css/common.css?v=developer-local-version HTTP/1.1" 200 153357
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/css/member.css?v=developer-local-version HTTP/1.1" 200 8854
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/css/showing.css?v=developer-local-version HTTP/1.1" 200 27890
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/jquery-3.3.1.js HTTP/1.1" 200 271751
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/css/mypage.css?v=developer-local-version HTTP/1.1" 200 16781
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/swiper-4.2.2.js HTTP/1.1" 200 243796
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/jquery-ui-1.12.1.js HTTP/1.1" 200 520714
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/common.js?v=developer-local-version HTTP/1.1" 200 23514
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /javascript/message/common_ko.js?v=developer-local-version HTTP/1.1" 200 1390
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/jsrender-0.9.90.js HTTP/1.1" 200 85724
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/commonFunction.js?v=developer-local-version HTTP/1.1" 200 10106
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/min/masonry.pkgd.min.js?v=developer-local-version HTTP/1.1" 200 24167
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/sns.js?v=developer-local-version HTTP/1.1" 200 6343
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/min/imagesloaded.pkgd.min.js?v=developer-local-version HTTP/1.1" 200 5594
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/moment.js?v=developer-local-version HTTP/1.1" 200 146819
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/images/common/logo.png HTTP/1.1" 200 4158
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /member/login/view?loginTarget=http%3A%2F%2Flocalhost%3A8032%2Fmain%2Fmall%2Fview HTTP/1.1" 200 79168
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/images/common/bg_quick_menu01.png HTTP/1.1" 200 235
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/images/common/bg_quick_menu03.png HTTP/1.1" 200 1094
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/images/common/bg_quick_menu02.png HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/images/common/bg_search_03.png HTTP/1.1" 200 314
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /javascript/message/common_ko.js?v=developer-local-version HTTP/1.1" 200 1390
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /javascript/message/member_ko.js?v=developer-local-version HTTP/1.1" 200 3310
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/validator.js?v=developer-local-version HTTP/1.1" 200 37444
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/naver/naverLogin_implicit-1.0.2-min.js HTTP/1.1" 200 8625
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/member/login.js?v=developer-local-version HTTP/1.1" 200 8116
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/js/naver/naver_login.js HTTP/1.1" 200 2165
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/font/NotoSansKR-Regular-Hestia.woff HTTP/1.1" 200 242532
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/images/common/bg_arrow_01.png HTTP/1.1" 200 77
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/images/common/checkbox.png HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/images/member/bg_member_benefit_03.png HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/images/common/btn_npay02.png HTTP/1.1" 200 1065
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:28 +0900] "GET /static/images/member/bg_member_benefit_01.png HTTP/1.1" 200 328
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "GET /static/images/common/ico_delivery.png HTTP/1.1" 200 1804
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "GET /static/images/common/bg_sns_01.png HTTP/1.1" 200 1377
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "GET /static/images/common/bg_sns_03.png HTTP/1.1" 200 1188
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "GET /static/images/common/bg_sns_02.png HTTP/1.1" 200 1104
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "GET /static/images/common/bg_footer_google.png HTTP/1.1" 200 1695
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "GET /static/images/common/bg_sns_04.png HTTP/1.1" 200 1547
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "GET /static/images/common/bg_footer_apple.png HTTP/1.1" 200 1429
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "GET /static/images/common/bg_arrow_03.png HTTP/1.1" 200 959
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "GET /static/images/common/bg_select_open.png HTTP/1.1" 200 476
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "GET /static/font/NotoSansKR-Bold-Hestia.woff HTTP/1.1" 200 244996
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "POST /display/todayGoodList.json HTTP/1.1" 200 201
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "GET /display/lnbCtgryList.json?dspCtgryNo=&currentCtgryDpthCd=&ctgrySectCd=&ctgryNoDpth1=&ctgryNoDpth2=&ctgryNoDpth3= HTTP/1.1" 200 5318
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "POST /cart/goods/gnblist.json HTTP/1.1" 200 364
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:29 +0900] "GET /static/font/Roboto-BlackItalic.woff HTTP/1.1" 200 101924
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:30 +0900] "POST /loginProcess HTTP/1.1" 200 112
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:31 +0900] "GET /member/login/loginAction.json?%24%7B_csrf.parameterName%7D=%24%7B_csrf.token%7D&_=1580780488859 HTTP/1.1" 200 1417
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/css/base.css?v=developer-local-version HTTP/1.1" 200 5564
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/css/common.css?v=developer-local-version HTTP/1.1" 200 153357
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/css/member.css?v=developer-local-version HTTP/1.1" 200 8854
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/css/mypage.css?v=developer-local-version HTTP/1.1" 200 16781
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/css/showing.css?v=developer-local-version HTTP/1.1" 200 27890
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/js/jquery-3.3.1.js HTTP/1.1" 200 271751
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/js/jquery-ui-1.12.1.js HTTP/1.1" 200 520714
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/js/common.js?v=developer-local-version HTTP/1.1" 200 23514
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/js/jsrender-0.9.90.js HTTP/1.1" 200 85724
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /javascript/message/common_ko.js?v=developer-local-version HTTP/1.1" 200 1390
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/js/swiper-4.2.2.js HTTP/1.1" 200 243796
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/js/commonFunction.js?v=developer-local-version HTTP/1.1" 200 10106
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/js/min/masonry.pkgd.min.js?v=developer-local-version HTTP/1.1" 200 24167
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/js/min/imagesloaded.pkgd.min.js?v=developer-local-version HTTP/1.1" 200 5594
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/js/moment.js?v=developer-local-version HTTP/1.1" 200 146819
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/js/sns.js?v=developer-local-version HTTP/1.1" 200 6343
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/logo.png HTTP/1.1" 200 4158
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/showing/btn_play.png HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /main/mall/view HTTP/1.1" 200 121995
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/bg_quick_menu01.png HTTP/1.1" 200 235
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/bg_quick_menu02.png HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/bg_quick_menu03.png HTTP/1.1" 200 1094
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/bg_search_03.png HTTP/1.1" 200 314
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/showing/btn_visual_play.png HTTP/1.1" 200 572
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/font/NotoSansKR-Regular-Hestia.woff HTTP/1.1" 200 242532
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/showing/btn_visual_prev.png HTTP/1.1" 200 324
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/showing/btn_visual_next.png HTTP/1.1" 200 337
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/showing/btn_visual_stop.png HTTP/1.1" 200 88
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/showing/btn_play.png HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /javascript/message/common_ko.js?v=developer-local-version HTTP/1.1" 200 1390
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/bg_sns_01.png HTTP/1.1" 200 1377
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/ico_delivery.png HTTP/1.1" 200 1804
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/bg_footer_google.png HTTP/1.1" 200 1695
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/bg_sns_02.png HTTP/1.1" 200 1104
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/bg_sns_03.png HTTP/1.1" 200 1188
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/bg_sns_04.png HTTP/1.1" 200 1547
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/bg_footer_apple.png HTTP/1.1" 200 1429
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/bg_select_open.png HTTP/1.1" 200 476
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/common/bg_arrow_03.png HTTP/1.1" 200 959
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/font/NotoSansKR-Bold-Hestia.woff HTTP/1.1" 200 244996
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /display/lnbCtgryList.json?dspCtgryNo=THMA01A02&currentCtgryDpthCd=&ctgrySectCd=&ctgryNoDpth1=&ctgryNoDpth2=&ctgryNoDpth3= HTTP/1.1" 200 5318
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "POST /cart/goods/gnblist.json HTTP/1.1" 200 369
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/font/Roboto-BlackItalic.woff HTTP/1.1" 200 101924
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/showing/btn_prev01.png HTTP/1.1" 200 668
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/showing/btn_prev02.png HTTP/1.1" 200 440
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/showing/btn_next01.png HTTP/1.1" 200 671
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/showing/btn_next02.png HTTP/1.1" 200 448
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /static/images/showing/bg_more.png HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /helpdesk/notice/popupList.ajax?searchExpsrScrinSectCd=MAIN HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "POST /display/todayGoodList.json HTTP/1.1" 200 1487
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:32 +0900] "GET /mypage/mypageLnbCtgryList.json?dspCtgryNo=THMA01A02&currentCtgryDpthCd=&ctgrySectCd=&ctgryNoDpth1=&ctgryNoDpth2=&ctgryNoDpth3= HTTP/1.1" 200 973
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/css/base.css?v=developer-local-version HTTP/1.1" 200 5564
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/css/common.css?v=developer-local-version HTTP/1.1" 200 153357
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/css/mypage.css?v=developer-local-version HTTP/1.1" 200 16781
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/css/showing.css?v=developer-local-version HTTP/1.1" 200 27890
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/css/member.css?v=developer-local-version HTTP/1.1" 200 8854
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/jquery-3.3.1.js HTTP/1.1" 200 271751
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/jsrender-0.9.90.js HTTP/1.1" 200 85724
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/jquery-ui-1.12.1.js HTTP/1.1" 200 520714
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/common.js?v=developer-local-version HTTP/1.1" 200 23514
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /javascript/message/common_ko.js?v=developer-local-version HTTP/1.1" 200 1390
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/commonFunction.js?v=developer-local-version HTTP/1.1" 200 10106
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/swiper-4.2.2.js HTTP/1.1" 200 243796
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/min/masonry.pkgd.min.js?v=developer-local-version HTTP/1.1" 200 24167
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/min/imagesloaded.pkgd.min.js?v=developer-local-version HTTP/1.1" 200 5594
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/sns.js?v=developer-local-version HTTP/1.1" 200 6343
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/images/common/logo.png HTTP/1.1" 200 4158
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/moment.js?v=developer-local-version HTTP/1.1" 200 146819
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/images/common/bg_quick_menu01.png HTTP/1.1" 200 235
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/images/common/bg_quick_menu02.png HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/images/common/bg_quick_menu03.png HTTP/1.1" 200 1094
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/images/common/bg_search_03.png HTTP/1.1" 200 314
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/font/NotoSansKR-Regular-Hestia.woff HTTP/1.1" 200 242532
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /mypage/view? HTTP/1.1" 200 83392
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/validator.js HTTP/1.1" 200 37444
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/member/login.js HTTP/1.1" 200 8116
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/jquery.serializejson.min.js?v=developer-local-version HTTP/1.1" 200 3196
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/order/order.util.js?v=developer-local-version HTTP/1.1" 200 4579
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/mypage/mypage.order.js?v=developer-local-version HTTP/1.1" 200 4545
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/mypage/mypage.pay.js?v=developer-local-version HTTP/1.1" 200 8962
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /javascript/message/mypage_ko.js?v=developer-local-version HTTP/1.1" 200 9550
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /javascript/message/common_ko.js?v=developer-local-version HTTP/1.1" 200 1390
0:0:0:0:0:0:0:1 - - [04/Feb/2020:10:41:34 +0900] "GET /static/js/naver/naverLogin_implicit-1.0.2-min.js HTTP/1.1" 200 8625
